Time_open,Type,Size,Symbol,Price_open,S/L,T/P,Time_close,Price_close,Swap,Profit,Comment,
2021/04/08 17:52:35,buy,0.01,us500_m1_H1,4096,4087.75,4106,2021/04/09 00:45:11,4087.75,0,-4.13,Cabeza fría,
2021/04/08 18:06:09,sell,0.01,xauusd_M30,1754.57,1757.84,1749.4,2021/04/08 20:26:53,1757.84,0,-3.27,Cabeza fría,
2021/04/08 18:16:29,buy,0.01,eurusd_M15,1.19186,1.19085,1.19293,2021/04/08 20:42:33,1.19085,0,-1.01,Cabeza fria,
2021/04/08 18:19:36,buy,0.01,gbpusd_M15,1.37389,1.37269,1.37524,2021/04/09 00:11:47,1.37269,0,-1.2,Cabeza fria,
2021/04/09 09:51:07,buy,0.01,eurjpy_M30,130.373,130.28,130.482,2021/04/09 09:56:20,130.28,0,-0.85,Cabeza fria,
2021/04/09 09:49:05,sell,0.03,usdjpy_M30,109.596,109.777,109.366,2021/04/12 04:00:32,109.823,-0.14,-6.2,Cabeza fría,
2021/04/09 10:02:24,buy,0.01,usdchf_M5,0.92535,0.92424,0.92649,2021/04/09 12:31:21,0.92424,0,-1.2,Cabeza fría,
2021/04/12 08:43:44,sell,0.05,gbpusd_M30,1.37511,1.37788,1.37207,2021/04/13 02:27:47,1.37788,-0.15,-7.05,Cabeza fria,
2021/04/12 08:49:55,buy,0.05,eurgbp_M30,0.86652,0.86537,0.86853,2021/04/12 18:53:04,0.86537,-0.27,-7.9,Cabeza fría,
2021/04/13 08:36:24,sell,0.05,usdcad_M30,1.25613,1.25805,1.25403,2021/04/13 10:30:18,1.25403,0,8.37,Cabeza fría,
2021/04/13 08:43:58,buy,0.01,xaueur_H1,1464.12,1455.37,1472.68,2021/04/14 00:30:02,1455.37,-0.32,-10.47,Cabeza fría,
2021/04/13 08:47:23,buy,0.01,nat_gas_k1_H1,2.622,2.571,2.692,2021/04/14 08:47:36,2.638,-0.37,1.6,Cabeza fría,
2021/04/17 09:00:25,sell,0.01,us100_m1_H1,13966.25,14031.5,13898.25,2021/04/14 10:05:19,13898.25,0,13.6,Cabeza friía,
2021/04/17 09:03:21,sell,0.01,xaueur_H1,1451.72,1458.6,1442.9,2021/04/15 02:32:10,1458.6,0.68,-8.24,Cabeza fría,
2021/04/15 09:57:13,buy,0.03,usdjpy_M5,108.727,108.632,108.812,2021/04/15 13:08:21,108.632,0,-2.62,Relajado y Cabeza fría,
2021/04/15 10:16:19,buy,0.03,nat_gas_k1_H1,2.657,2.63,2.695,2021/04/16 05:27:25,2.695,-1.11,11.4,Relajado y Cabeza fría ,
2021/04/16 09:00:07,buy,0.04,usdcad_M30,1.25158,1.24999,1.25377,2021/04/16 09:30:32,1.24999,0,-5.09,Relajado y Cabeza fría,
2021/04/19 09:41:13,sell,0.05,nzdusd_M30,0.71815,0.71945,0.71525,2021/04/19 19:06:41,0.71945,-0.15,-6.5,Relajado y Cabeza fría,
2021/04/19 09:49:32,sell,0.05,audusd_M30,0.77617,0.77781,0.77396,2021/04/19 20:32:06,0.77781,-0.14,-8.2,Relajado y Cabeza fría,
2021/04/20 12:46:10,buy,0.05,usdjpy_M15,108.153,108.041,108.336,2021/04/20 14:54:48,108.041,0,-5.18,Cabeza fría,
2021/04/20 13:15:22,buy,0.01,us500_m1_M15,4124,4115,4138,2021/04/20 13:33:55,4115,0,-4.5,Cabeza fría,
2021/04/20 13:16:50,sell,0.01,xauusd_M15,1777.69,1779.81,1774.67,2021/04/20 17:00:02,1779.81,0.03,-2.12,Cabeza fría,
2021/04/21 09:44:55,buy,0.02,us500_m1_M30,4142.25,4132,4161.75,2021/04/21 11:44:17,4150,0,7.15,Cabeza fría,
2021/04/21 10:01:23,sell,0.05,usdcad__M30,1.24811,1.25084,1.24235,2021/04/21 11:36:36,1.24235,-0.56,-11.63,Cabeza fría,
2021/04/21 11:48:38,buy,0.02,eurgbp_H4,0.86399,0.86079,0.86819,2021/04/22 07:09:41,0.86819,-0.33,11.66,Cabeza fría,
2021/04/21 12:02:19,sell,0.02,eurusd_M30,1.20264,1.20351,1.20103,2021/04/21 14:31:51,1.20351,0,-1.74,Cabeza fria,
2021/04/22 09:01:04,sell,0.05,eurusd_M30,1.20262,1.20425,1.2008,2021/04/22 09:18:15,1.20091,0,8.55,Cabeza fría,
2021/04/22 09:14:51,buy,0.01,xauusd_M15,1786.23,1782.72,1790.23,2021/04/22 09:45:22,1786.35,0,0.12,Cabeza fria,
2021/04/22 09:24:15,sell,0.02,eurgbp_H1,0.86769,0.87028,0.86577,2021/04/22 12:18:41,0.86807,0,-1.06,Cabeza fría,
2021/04/22 12:30:28,sell,0.04,usdchf_M15,0.91837,0.91908,0.91743,2021/04/22 14:54:03,0.86807,0,3.36,Cabeza fría,
2021/04/22 15:03:15,buy,0.04,eurusd_H1,1.20165,1.20004,1.20308,2021/04/23 01:50:24,1.20308,-0.24,5.72,Cabeza fria,
2021/04/23 10:08:36,buy,0.04,eurgbp_H1,0.87063,0.86846,0.87321,2021/04/23 14:21:30,0.87104,0,2.28,Cabeza fria,
2021/04/26 09:35:18,sell,0.04,usdchf_M15,0.91458,0.91557,0.91345,2021/04/26 13:07:36,0.91446,0,0.52,Cabeza fria,
2021/04/26 09:45:03,buy,0.04,eurhpy_M15,130.383,130.275,130.503,2021/04/26 09:57:36,130.503,0,4.44,Cabeza fria,
2021/04/26 10:00:24,buy,0.01,wticash_M30,61.65,61,62.53,2021/04/26 13:08:17,62.05,0,4,Cabeza fria,
2021/04/27 08:24:06,sell,0.04,gbpusd_M15,1.38932,1.39065,1.38742,2021/04/27 09:04:31,1.39065,0,-5.32,Cabeza fria,
2021/04/27 08:30:55,buy,0.04,usdchf_M15,0.91444,0.91317,0.91604,2021/04/27 09:15:34,0.91317,0,-5.56,Cabeza fría,
2021/04/27 17:38:48,sell,0.02,wticash_M15,62.97,63.16,62.66,2021/04/27 21:51:13,108.883,0,6.2,Cabeza fría,
2021/04/28 21:30:28,buy,0.04,usdjpy_M15,108.812,108.883,108.74,2021/04/28 21:51:13,108.883,0,-3.26,Cabeza fria,
